uuid_query,date_stamp,perf_level,period_sop_day,period_eop,cont_nr,asset_id,twrr_net_day_cumul,twrr_gross_day_cumul,twrr_contri_net_day_cumul,twrr_contri_gross_day_cumul,twrr_contri_cap_eff_net_day_cumul,twrr_contri_ccy_eff_net_day_cumul,twrr_contri_inc_eff_net_day_cumul,twrr_contri_taxfee_eff_net_day_cumul,twrr_contri_taxrec_eff_net_day_cumul,twrr_contri_res_eff_net_day_cumul,vol_on_return,vol_on_contrib,maxdd,sop_mkt_val_cont_day,eop_mkt_val,gain_day,real_unreal_pl_day,aic_day,aic_day_ptf,weight,ncf_net_day,ncf_gross_day,twrr_net_day,twrr_gross_day,twrr_cap_eff_net_day,twrr_ccy_eff_net_day,twrr_inc_eff_net_day,twrr_taxfee_eff_net_day,twrr_taxrec_eff_net_day,twrr_res_eff_net_day,twrr_contri_net_day,twrr_contri_gross_day,twrr_contri_cap_eff_net_day,twrr_contri_ccy_eff_net_day,twrr_contri_inc_eff_net_day,twrr_contri_taxfee_eff_net_day,twrr_contri_taxrec_eff_net_day,twrr_contri_res_eff_net_day,cf_fees_day,cf_nrtax_day,cf_rtax_day,cf_tax_day,cf_nnm_day,cf_purch_day,cf_sale_day,cf_rdmpt_day,cf_income_day,cf_cost_day,cf_exp_day
-1589255075171939192,1994-09-26,685429069,1995-05-29,2000-11-22,House full anyo,"Shoulder spring painting team quickly for. Will drive million quality ahead management teach.
Want argue order site meet hair result. Arm north different director. Test manager improve with hard.",252.03686824752364,76.58919558162707,12.834570883447663,320.63013606108296,375.32985017827804,362.6049593952201,474.9975533160545,124.51009720472457,453.0740972286653,387.6072839740001,337.1297647529827,423.70467905373783,144.3484483756189,87.03,461.34,432.43,451.00,305.603487,416.87,463.242231,440.56,263.45,281.398377,380.915925,376.370489,417.280948,48.508689,435.941788,186.684677,0.849189,38.849615,75.001096,122.723646,122.755170,150.375196,94.155429,262.351744,484.142735,168.94,342.53,448.91,266.61,322.11,201,424,59,292.93,78,131
-5347801846679282584,2012-05-29,-1193123968,1995-04-30,2005-06-22,Close however e,Will page while enjoy. Society save data expect she leader. Research ready reveal partner affect go material.,303.13348483513545,262.3507075260061,132.00258122354583,254.79428666453464,107.11425638801941,450.90331332012505,242.0480446602229,110.40280277635992,101.47916983519626,248.09179170641684,204.18016480808066,145.4822043473511,51.80442729397502,4.66,441.06,437.60,7.72,45.145406,32.25,368.959477,422.80,293.08,472.976676,399.719905,406.856031,462.709150,466.104370,297.005977,209.862344,137.887957,440.643094,21.376244,6.379072,32.663795,344.557369,302.608977,55.942366,414.365219,183.06,353.36,296.52,349.85,231.49,348,384,278,1.51,322,418
1785941894950240675,2003-08-28,268464485,2015-12-28,2000-10-13,Take not sound ,"Close order current tree. Soldier while program who task. Food performance himself.
Writer each else argue. Ahead suffer trade project ready left measure.",405.12771474144677,339.19325517187747,81.83249497573796,43.72392536420013,6.308902126698217,375.9911284022689,197.5245335954188,477.1450340388251,206.30191473557014,149.93929633066654,404.9890558041498,452.18866821852305,9.678220038437964,427.81,100.83,337.02,50.69,323.292176,25.19,157.494793,156.76,308.24,14.304656,193.809610,81.869274,240.746976,18.680898,318.094597,95.750788,100.734799,367.094703,37.005843,78.241440,457.934609,108.529543,203.775529,363.431610,286.688096,321.34,239.16,183.03,259.60,483.68,469,319,381,365.24,348,287
-6648553476560435746,1999-09-11,447776104,1997-01-06,2013-11-27,Direction large,"Change specific office. President bit age former spring citizen age.
Ask leave foot allow suffer attention. Actually order century result.",98.50755961864742,328.14548822534647,451.0339754808232,275.1378091706643,243.29175129776354,168.2047189977257,69.32789062580892,167.35846101906736,481.6482883177077,456.5838403014711,474.73870277031915,215.81303770485437,100.80778767523103,110.44,214.29,411.62,132.39,407.664644,467.92,415.252126,481.48,80.65,23.679072,369.517573,469.488142,366.365575,425.958941,172.910894,320.237907,277.871245,264.157842,34.642628,306.039019,211.024100,405.635590,149.496057,312.764526,297.323184,270.37,420.45,379.33,488.63,431.68,12,219,188,78.51,110,7
5964173094212560411,2010-05-19,1671191583,2008-03-31,1995-07-01,Knowledge sprin,"Pattern play not project admit specific. Child way discuss. Eye executive arrive others.
Democratic walk range bad. Ground mouth back start government.",76.2045044316178,382.2680736568045,132.52363147730227,39.338747030173934,490.63406479601747,63.845831277085125,110.46965744930313,320.01483687699334,345.6422739485625,464.36160175622257,397.87455079654916,415.45753438552657,37.39249058153138,182.90,179.30,411.09,64.97,47.990798,129.13,247.401294,266.40,164.26,368.090558,174.552126,332.499556,302.066720,427.018524,455.921295,52.569005,246.641047,240.005246,447.687253,398.320955,36.816339,424.209974,89.916614,420.175676,422.792899,466.59,465.76,285.23,339.64,150.69,24,362,326,20.40,159,478
-4884295674794929508,1974-05-16,122936595,2009-04-25,1972-02-06,Anyone road soc,"Tax own determine sound student voice again top. Country vote herself above.
Wait safe Democrat college standard people anything. Least Mr foreign call.",13.028788989736054,260.66740391659243,240.3240067605861,114.69769405487173,189.005816895366,295.00642708695034,12.861928780544876,388.16000347488307,148.66695530437352,82.90745125262558,137.99200741285912,310.1226799467605,376.62155923440343,143.14,142.92,360.24,255.48,450.484890,34.79,461.868564,69.24,362.58,54.594415,419.552425,328.678027,268.652913,376.273980,142.791464,301.468207,38.968942,13.528680,316.599948,427.293052,414.974904,391.879087,482.767806,447.979551,431.435536,308.96,241.48,186.80,472.22,459.82,301,255,254,321.93,491,405
6329665561959887394,2013-11-23,-1618775281,1974-01-31,2015-04-28,Congress attorn,Where step model effect east. Game movie sometimes person list. Agreement hit throughout value of else.,81.13391049326079,59.026232565957756,270.11489355585985,329.9630859278467,223.3046256376926,130.41191372702173,386.6359816692587,41.77660476740161,71.43338262594654,410.79942332877886,464.1487595304608,456.37190531948636,453.52007850245076,369.08,496.69,159.27,46.61,4.653452,317.61,265.688611,342.01,248.45,66.062689,386.132243,24.406081,278.532891,54.333228,489.637915,100.158276,431.683165,263.466562,405.750134,199.368375,359.002633,162.769079,310.441753,59.378755,211.732810,391.06,39.40,104.44,148.88,39.97,10,493,305,210.67,463,454
8050388444929625223,2020-07-26,160113716,2013-08-30,1985-03-17,Explain eye req,Director west everyone including eye though PM protect. One term within computer on. Each three however husband realize expert only.,223.54393030029138,377.0932196923373,118.89658251109556,3.7943398581241192,308.61182673593,427.0520410579468,303.86930676214376,298.1626450896988,320.0853992138926,330.8968852030186,388.91944050996926,281.1360018800528,347.5361843042671,414.91,142.67,145.82,142.19,457.045510,461.96,243.887438,445.12,224.81,243.672375,452.353541,392.780578,210.091658,198.060800,261.819304,107.218610,102.088742,409.997749,295.625058,290.954331,439.061426,344.701689,328.814264,407.404074,20.788144,306.42,133.98,158.98,447.44,444.47,273,4,315,392.89,111,107
-7726285879174856366,1999-11-12,1083450682,2009-08-16,1977-02-26,Into station hi,Experience during military Democrat though on. Successful energy rate financial live set film claim. Example scene public price system ten stay century.,118.5365351868655,105.57732167607092,320.5796090115471,182.05586689853544,141.70676731456223,349.0889659973164,272.13464101956384,89.47550314593384,259.79411263975084,86.39048852958943,329.3801374673046,221.86496938669717,252.23830185643135,168.64,13.70,175.29,25.77,421.168962,345.10,101.016570,8.29,308.64,410.135545,439.092909,364.240233,153.468954,297.484618,188.360036,222.946402,306.510343,437.450412,170.977546,116.401766,336.740450,290.770320,287.336118,28.279175,267.111462,209.45,94.22,144.03,370.09,378.07,386,362,421,205.21,428,359
2373370722619651473,1977-12-04,-899457781,2011-06-10,2016-03-15,Your anyone hot,Present half baby smile take send husband. Begin government economic yet science statement. Significant drop dinner visit of.,193.66893270599584,336.35200867989363,78.86766068768686,455.7707090218108,146.6547117548443,327.7872357075977,242.94136239047305,499.3007829272866,256.6941621358173,178.92244277173901,493.5033043211705,74.91008255082066,242.73215869347004,80.22,235.59,422.48,407.14,265.241830,107.92,421.812020,140.24,68.78,327.985354,12.344013,89.210963,78.495008,34.794278,74.883248,396.568136,367.091693,106.295926,494.819859,125.869076,192.522737,147.910539,103.049421,385.135641,478.585002,459.46,290.57,231.97,211.88,117.88,256,50,440,387.35,447,325
-4192217408514533237,1991-05-06,1275553791,2014-09-06,1989-05-20,Stay participan,"Else civil behind general. Tonight the back artist.
Guess education when focus seem keep in skill. Population pattern may positive.",444.1587532062256,355.84216827978685,285.99033809439635,167.07977911798017,157.68215098121476,195.0489244515735,76.3533648611999,179.37723281683466,158.81120720952651,269.91000787459916,170.75415418594116,344.80409892628677,156.21814960901477,97.04,103.40,170.75,143.21,47.411466,70.02,404.608093,473.01,357.10,339.072757,218.012200,467.636405,49.747389,21.870144,451.740002,303.291926,214.674866,435.884607,197.605670,208.795097,347.637294,345.027162,311.006502,30.612411,33.621646,412.39,189.40,186.83,220.32,197.56,296,216,338,40.06,489,106
4695202657108137173,1998-06-03,1861556891,2013-11-01,2014-09-07,Change Mrs deca,Wish collection step then. Find film watch reveal.,141.16728542406113,18.699817915820017,39.89202876410504,57.594244661963366,364.19396667885894,311.8695208756734,278.87612299326463,318.5399062130457,231.35237303849308,401.3278868583048,501.84131222532824,383.2730838843022,440.0490090907887,260.86,120.73,251.90,136.34,131.287038,346.78,392.334782,350.61,323.20,247.282558,347.925632,286.292555,253.368019,323.405201,430.317706,254.601182,115.950376,2.901804,36.653161,183.676458,72.732848,477.915756,318.536056,329.808634,280.336039,423.11,329.94,381.04,421.43,171.85,360,445,204,399.39,435,33
-8023423697134480867,2005-12-14,-808506215,2004-04-08,2015-05-15,Near tree ball ,Friend performance despite student information necessary loss. Wind mother tonight. Account market yard.,60.8588532843441,427.6088950296928,300.655069758351,309.86920663978367,30.666296061790323,136.40419612024033,128.45398293586535,473.08054737688883,493.93354026548724,187.83829926211902,146.81542887168018,249.87248174928726,139.27694602937956,342.05,272.32,320.68,190.45,143.721795,308.76,171.833286,247.15,271.46,329.711469,23.799530,239.547076,302.010503,67.057328,156.704618,2.640339,494.860421,373.437448,198.524796,62.796150,418.935375,495.451518,76.651043,244.669687,204.792148,226.33,107.87,449.06,339.95,203.98,14,430,57,429.57,321,15
-1630942543446040973,1992-01-06,784461224,2009-04-30,2013-08-12,Travel environm,"Which play exactly adult. This behavior home.
Eye college would mean. As bed owner west laugh seek. Born those forget Democrat.",279.29965985159623,390.66915582844643,397.45889051090666,287.1443438337736,119.06428222147699,52.60489832332138,360.89566814489837,244.5113673472352,101.47809547749343,280.2223537453037,483.04278726558636,231.8424191380229,349.27129394580817,124.34,62.69,71.00,446.47,432.520042,119.84,280.167032,66.10,192.08,366.139055,280.257905,128.647849,203.776979,122.081570,95.050270,201.096899,406.018539,278.893294,253.566880,419.144114,21.320424,277.956447,128.029620,163.991137,80.474997,267.45,443.52,329.87,109.91,62.73,247,482,11,250.12,340,90
-644784902266002934,1992-05-24,1728828401,1971-11-20,2020-12-29,Happy food war ,"Budget treat raise answer. Black position meet health. Responsibility prepare million. Wind wrong mind let power occur.
Off not moment without house talk black. Factor store play performance.",126.11074303999665,454.60500904031545,26.087678973187767,347.9981167535453,493.508927018975,319.99034036379146,184.8659126442332,169.69181670350207,81.76477643033233,91.45511722519353,440.41587315988625,502.3094330764616,25.727026289641714,103.45,329.17,425.95,102.54,420.908898,404.32,55.287346,261.39,18.91,373.724960,307.592231,473.013015,184.664488,253.519095,403.422385,51.622063,442.233326,278.986839,211.699203,466.307267,133.281063,49.164943,417.634555,212.306964,218.303415,328.80,399.60,416.30,233.74,429.95,390,236,259,11.44,495,232
-2420524882170044308,2006-12-19,-544494943,2009-08-04,2009-05-15,Energy recent o,"Woman general discussion try. Foreign great site goal.
Ball require measure company share summer. Quality still guess according.",342.0581138839202,73.43560028389967,423.90976893653817,70.0255224372361,70.13365424677919,184.57654159008248,47.93086162792155,469.6708782929718,93.86472082600459,27.7987508451934,177.2644702783312,168.47113972989033,453.9692693148045,220.04,377.87,386.37,275.19,20.334166,283.05,407.424853,461.63,349.15,260.957084,51.725411,276.831436,281.491164,505.560021,14.731122,427.987105,454.012074,110.618905,314.696933,263.872811,471.192833,170.848381,192.116024,427.968730,380.804007,503.60,394.11,167.28,441.72,165.58,365,319,152,261.93,359,460
428902646731142934,1977-02-16,-34577468,1999-11-29,1970-04-05,From conference,Interest million herself size throw area environmental. Back item style performance citizen unit.,281.1958778898939,227.94203952984319,470.22151769810233,379.24091116042024,462.53815429927334,394.4976491894327,453.39785740509114,481.5082617634057,291.33771452291256,447.4855989543317,125.62700603894724,31.143210647960938,417.90530456025004,298.54,276.01,1.80,233.86,357.901006,114.82,65.126004,484.27,324.11,478.245452,474.995485,72.740931,86.563802,197.913980,54.783602,363.279356,238.494548,406.414567,480.835896,274.268849,205.289864,285.348050,165.151198,71.578126,421.932595,303.27,468.23,407.56,435.99,210.58,462,354,309,130.41,211,21
-6363122351426520428,1981-03-12,1704468344,2007-12-24,2014-10-12,Fact might elec,"News evening away any whatever into tough. Office poor knowledge.
Over suggest together three join yet stay. Century always most woman officer. Issue under blood agreement what approach level.",67.31942190071125,27.446486074748275,453.2685300225156,382.0247793000515,264.42810622806695,374.6758933513215,340.1091319229133,232.24485906499706,486.59248258273726,460.0906143540051,179.43146316256752,300.80363838616233,458.43316521859606,366.11,156.83,317.87,199.90,7.331958,53.09,215.235697,488.43,459.93,148.162140,429.060465,408.161831,465.728506,380.558196,229.518644,1.038061,85.048685,320.733747,317.220609,290.264926,481.768179,240.708808,207.509753,265.033952,312.010880,95.87,476.37,430.80,394.30,315.19,491,237,205,139.35,145,504
-1954448311960833593,1983-03-02,-750359120,1978-09-13,1989-04-23,Push within lar,"Amount compare technology huge friend buy understand. Spend consider deal develop.
Research wish significant home quickly dog. Vote create room role. Drop best box picture stuff six note.",499.32495959887075,275.45231665805125,229.2072554349206,344.3994668632469,232.15647034567573,135.2649572708738,205.9128048251914,285.9731995214443,182.25800736748002,370.3670541000703,360.13610379095536,57.68689615456544,495.72239925051815,438.24,127.31,244.77,60.79,239.606414,391.97,319.017426,476.36,361.76,62.989359,17.422540,32.962463,181.937860,417.163035,469.075078,291.007383,11.493301,51.912998,326.735240,112.991793,403.043176,448.112689,500.747905,144.115960,466.583358,504.52,17.50,472.37,27.65,384.09,47,253,36,394.15,118,43
-916019874530245804,1975-06-10,-1412565090,2007-03-23,1979-04-01,Forward structu,"Follow much analysis responsibility sense. Hair central only argue player or meeting. Develop college lay.
Pick trouble head fall. Apply inside time simply bad return. Call ago defense.",95.27483153906222,138.1607731336254,434.06780026325924,66.83416777435438,193.4019465725476,129.51192604657516,129.40959506826337,392.3710917079387,26.03738757541006,58.791392443438475,131.20753222888192,362.3655685263328,370.1640644595062,244.61,381.69,257.24,213.84,323.486104,8.27,9.753861,242.57,492.39,359.463757,485.103506,88.640161,387.255041,355.114919,466.131417,237.439093,125.088686,204.320849,8.935945,373.362175,7.244946,92.354641,360.222837,51.460545,222.150899,149.95,184.21,5.74,69.11,31.95,61,214,227,312.54,116,229
-2829739987760923081,1988-05-14,1749696331,1999-08-22,2021-06-23,Music morning f,Defense pretty attention spend financial. Play foot staff mother simple whole. Pick analysis pick should star.,104.04391590956112,447.63396961549273,324.0922440979257,156.8047839270191,195.98491548412758,509.74412779562783,257.1523282459206,174.2279496774528,507.77925789044355,137.32991949059152,395.30420033264545,293.6559169707749,397.004267526203,107.36,411.91,59.17,429.42,287.997172,11.70,140.181006,6.06,385.66,482.308648,252.489683,263.104339,414.351448,187.951894,28.768509,228.592360,509.314802,372.090058,205.216001,276.723025,214.116453,223.551137,441.950641,183.905597,376.875615,249.75,379.36,252.48,194.99,234.88,124,332,448,364.28,421,33
