id_dsf_bsm_operations,dh_sys,id_ds_vrs,cd_evn,dh_evn,time_id,pos_id,doc_id,evt_id,pkt_seq_nr,veri_date,trx_date,val_date,perf_date,bu_id,is_reversal_clc,is_atrx,meta_type_id,meta_type_name,order_type_id,order_type_name,pos_typ,wfc_status_id,wfc_status_name,medium_id,medium_name,bp_id,bp_nr,cont_id,cont_nr,cont_curry_id,cont_curry_iso,macc_nr,macc_curry_iso,cont_type_intl_cd,asset_id,asset_name,isin,mkt_id,mkt_name,mkt_country_id,mkt_country_name,pos_curry_id,pos_curry_iso,book_kind_name,qty,price_curry_id,price_curry_iso,price,gross_amount_pos,fees_pos,net_amount_pos,accr_intr_pos,fx_rate_pos_cont,gross_amount_cont,fees_cont,net_amount_cont,accr_intr_cont,fx_rate_pos_bu,gross_amount_bu,fees_bu,net_amount_bu,accr_intr_bu,is_operation_clc,dt_run,deal_spot_rate,deal_fwd_rate,fx_curry_1_iso,fx_qty_1,fx_curry_2_iso,fx_qty_2,spot_spread,trdr_rate,fwd_bps,pict,mkt_fwd_bps_bu,fwd_spread_bu,spot_spread_bu,strike,fx_gross_amount,fx_gross_curry_iso,fx_net_amount,call_curry_name,call_qty,put_curry_iso,put_qty,prem,prem_qty,prem_calc_type_intl,prem_calc_type_name,spread,spread_qty,dh_uti_cre,lb_uti_cre,lb_wkf_cre,lb_ses_cre,dh_uti_upd,lb_uti_upd,lb_wkf_upd,lb_ses_upd
Project stock practice hit.",85,Technology beautiful million direction audience box any. Stop important fly discuss particular risk ,"Perform shoulder a economic field. Fast claim quite these begin difference north. Day administration give city star.
Fine into would. Inside meet he tree crime while machine.",9.7120934,353,"Room several or laugh. Clear growth carry American tend company share one.
Customer response still l",214.595479292233,95.3754399,327.5493250,369.7271406,298.1569933,380.63436852265784000000,278.8220339,180.9654258,357.8851686,232.8368169,343.22294133393655000000,218.5762792,84.5025130,90.4902231,211.3669158,A,1998-02-28,312.51023841489690000000,294.26425305344220000000,Purpose th,271.9073448,Young styl,233.3946615,174.00681087522142000000,178.34541943162450000000,58.49291144686683500000,254,256.88219848314580000000,252.54852907770930000000,71.6792891,12.09242735952052400000,189.0492325,"Daughter work challenge company. Treat if view movie door must.
Just away free director rate traditi",41.9518021,Fact brother than learn many up. Have floor second since charge career central. News business people,362.0444665,Find others value test space. Go soldier attention purpose three simply good. Girl the one among enj,122.6406997,23.37394104660925700000,385.35905863624770000000,"Support account recently country. Laugh new society management south father involve.
Generation fund","Learn artist practice. Full page black newspaper head.
Consider spend sing land late. Expect yeah go",225.38899549049634000000,39.03785673266663000000,1989-03-21 04:52:06.000000,Mrs house imagine eight laugh begin tough. Togethe,Table boy sure take behind myself society exist. A,Doctor figure write main rich debate. Kid people b,1986-06-18 14:22:17.000000,Occur tend much off family employee say. Man deep ,Listen perform nature future fall. Others good ran,Material term range. Third direction gun music. Se
399,1975-10-11 04:27:15.000000,-1187674783,2436,1975-06-07 14:15:04.000000,Whole sh,359,253,362,105.8298063,2004-09-21 04:23:04.000000,1974-06-22 07:23:15.000000,2011-08-01 19:43:33.000000,2001-07-19 07:17:09.000000,67,T,Ne,266,Religious expect magazine why style girl evidence effort. New word thousand cup enter unit. Total te,144,Unit perhaps court present member group appear. Tonight radio attack one political. Item page whole ,"Foot wear family view job husband example company. Base also say close.
Prevent action accept smile ",253,"Ready never another because. Policy perform hot within. Your one enough hear government.
Protect gov",241,Care stop report imagine clear explain already indicate. Baby beyond every yet collection he already,266,"Think growth follow sister discuss. Hope both kitchen ahead energy wrong.
Necessary brother fund.",265,Sell character campaign debate them word argue. International radio policy base. Attention throw edu,151,Live possible prove tax plan early agree. Eat lawyer offer cup century site exist.,"Crime popular trip exactly two. Value season entire direction speak agency. Story nearly most new.
Attention system election mean rather clearly. Prove price church while fire dinner child.",G,Analysis stage data. Treat although view financial onto project none small. Event become stage state,208,"Purpose send pay remember protect. Each sing executive dream fish down poor. Gun response population must.
Those price upon future. Mission purpose power report throw step data fund.","Medical follow itself court smile beyond represent. Sense manager mind conference summer admit.
Wish",357,"Act couple particularly station culture rise. Rate picture some past.
For policy race bed executive thus blood. Reveal people shake night event rock business vote. Image to project child.",149,Spring manage another ever military. Other main prepare safe worker site maybe. Before cut suddenly. Forget yet or close public.,255,"Turn hour sea consider. Water such wind other research know opportunity.
Structure thus race their o",Newspaper natural stop fire sit performance sometimes add. Certain common maybe open need staff.,233.1935474,378,Newspaper along leader so. Recently result laugh international author force.,362.178428425552,183.9821279,42.4923322,256.1749550,123.2594339,237.79852511228523000000,281.1173804,380.0440406,363.1719256,368.8195078,313.92728529846914000000,127.4008431,272.6504178,33.4688194,223.8310674,A,1974-01-03,96.70741139831446000000,188.31430991926018000000,South hist,286.2008010,Outside li,335.7889286,2.79925198270122800000,311.71625571162140000000,275.70073974033340000000,103,70.64015394845579000000,275.30731508234226000000,60.4247380,110.26746983713275000000,240.3228552,Thus speech do us. Star state according type hair fear. Live its believe might consumer worker. Fine,300.5622559,Buy friend animal true send pick tree. Team commercial across. Half oil recent million with capital.,136.0107326,"Claim tax police business require. Available year everyone lot expert particular.
Above recently blo",317.6193662,267.40315088591560000000,151.81512726846586000000,Company yard miss choose. Middle relate certainly something executive contain often.,Professional probably help anyone. Certain way eight good. It teach just not professional want join.,6.18401586272490400000,85.83919652512958000000,1993-09-08 17:22:31.000000,Law story name bag walk expert threat. So particul,Day turn live civil without we report south. Netwo,"Available technology front nothing.
Recent east us",1980-10-03 18:15:54.000000,"Item a through enough decide break difference.
Ord",President during we maybe very reality. Continue k,Theory onto cause. Trip save water feel ability fi
191,1990-08-20 02:38:33.000000,-643254681,22270,1989-01-02 19:20:00.000000,Environm,40,250,217,198.6926565,1976-05-27 23:00:15.000000,1970-01-08 10:50:06.000000,1984-12-12 15:28:06.000000,2001-12-13 09:23:36.000000,301,C,At,197,"Page consumer whole position the back. Mission event picture unit ten share.
Leave if source age edg",364,"Sometimes thank personal lot class.
Very throughout low field analysis. Company ask develop us conti","Because spend race yard professional president. Expect bed own those at return model.
Analysis on fu",166,Pick second growth office. Buy board activity food rather toward. Series history think itself experi,346,"South always position know car. Term green people seat live then.
Play city world long herself. Well",224,Produce although if follow on would project. Mr knowledge later blue. Consumer change boy officer se,190,Probably account article Mr similar sport. Situation market range four us themselves professional fi,112,Some number attack child medical. Than compare our move. People inside responsibility about keep hus,Teacher information test very. Region benefit series instead.,A,Three movement individual impact. Art world push. Difficult member on out increase.,121,Base and return benefit black. Democrat former approach direction care suffer. Account agent degree raise.,Raise compare impact quality adult. Civil suggest business food best. Offer guy leader treatment att,234,"Large some fire growth son evening simply. Both speak say. Describe firm seven along approach economic onto.
Kid age great price seat daughter. Line plant exactly middle window edge indicate.",25,Next religious activity recognize stage represent Republican. Again house write force coach.,129,Cost such behavior heart direction. Receive offer approach paper sort soldier.,"Production every many cup. Best job whether act wind from.
Crime fall treatment different detail. Head treat stay modern tell everybody knowledge bad.",334.4979904,242,"Quite something prevent value project can nor. Deep perform about.
Everyone message available still ",87.523865313008,48.9665856,342.5566449,233.6565340,276.4955085,71.24292137579480000000,140.6496222,373.6249805,182.7792696,353.6814452,348.33902072813880000000,378.2819883,190.7657374,366.7078425,75.6533038,C,1992-03-01,34.41550674614730000000,19.22974437237080600000,Wonder whe,214.8516962,Because ow,280.4059483,259.54703782104670000000,340.92688435150615000000,258.72315091813530000000,51,64.99454274281553000000,169.88744352630764000000,106.2663858,10.73976165671741400000,108.9152934,"Car city three our Mrs.
Market issue during candidate well though. Force option fill discuss catch.
",192.2446085,Common strategy them. Free oil individual bad.,337.2049396,"Tree offer yeah. Kitchen also deep. Quickly deep around range.
Visit see nor economic little though.",341.5460718,59.99568597237786000000,345.31972924002696000000,Reveal car economy air police. Floor she century. Capital boy summer seem charge. Write represent ar,Shoulder save painting firm up data. Seven with business television even official. Save score nation,65.94665198883291000000,271.09254900920905000000,1993-01-31 18:24:01.000000,Response election three stage provide view. Try na,Recent hope poor system term product charge import,Suddenly security agree. Camera specific garden jo,2010-05-19 16:47:31.000000,Rich college speech where although. Suffer morning,Carry democratic staff star inside property. Surfa,Reveal kid let career. Where time operation money 
